solar_para,1208.77,0.153195,0.0676425,1.01937,0.53212
solar_para,1208.77,0.153195,0.0676425,1.01937,0.511533
solar_para,1208.77,0.153195,0.0676425,1.01937,0.443525
solar_para,1208.77,0.153195,0.0676425,1.01937,0.33273
solar_para,1208.77,0.153195,0.0676425,1.01937,0.186697
solar_para,1208.77,0.153195,0.0676425,1.01937,0.0153803
solar_para,1208.77,0.153195,0.0676425,1.01937,-0.169547
solar_para,1208.77,0.153195,0.0676425,1.01937,-0.355481
solar_para,1208.77,0.153195,0.0676425,1.01937,-0.529752
solar_para,1208.77,0.153195,0.0676425,1.01937,-0.680483
solar_para,1208.77,0.153195,0.0676425,1.01937,-0.797402
solar_para,1208.77,0.153195,0.0676425,1.01937,-0.872541
solar_para,1208.77,0.153195,0.0676425,1.01937,-0.90078
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.882494
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.814629
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.704035
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.55825
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.387207
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.202564
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.0169036
solar_para,1209.69,0.152859,0.0673741,1.01984,0.157122
solar_para,1209.69,0.152859,0.0673741,1.01984,0.307653
solar_para,1209.69,0.152859,0.0673741,1.01984,0.424431
solar_para,1209.69,0.152859,0.0673741,1.01984,0.499499
solar_para,1209.69,0.152859,0.0673741,1.01984,0.527739
solar_para,1209.69,0.152859,0.0673741,1.01984,0.507227
solar_para,1209.69,0.152859,0.0673741,1.01984,0.439363
solar_para,1209.69,0.152859,0.0673741,1.01984,0.328769
solar_para,1209.69,0.152859,0.0673741,1.01984,0.182983
solar_para,1209.69,0.152859,0.0673741,1.01984,0.0119409
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.172702
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.358363
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.532388
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.68292
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.799698
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.874765
solar_para,1209.69,0.152859,0.0673741,1.01984,-0.903005
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.884746
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.817035
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.706653
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.561121
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.390359
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.206002
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.0206146
solar_para,1210.59,0.152528,0.0671083,1.0203,0.153169
solar_para,1210.59,0.152528,0.0671083,1.0203,0.303507
solar_para,1210.59,0.152528,0.0671083,1.0203,0.420153
solar_para,1210.59,0.152528,0.0671083,1.0203,0.495158
solar_para,1210.59,0.152528,0.0671083,1.0203,0.52341
solar_para,1210.59,0.152528,0.0671083,1.0203,0.502985
solar_para,1210.59,0.152528,0.0671083,1.0203,0.435274
solar_para,1210.59,0.152528,0.0671083,1.0203,0.324892
solar_para,1210.59,0.152528,0.0671083,1.0203,0.179361
solar_para,1210.59,0.152528,0.0671083,1.0203,0.00859784
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.175759
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.361146
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.53493
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.685268
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.801914
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.876919
solar_para,1210.59,0.152528,0.0671083,1.0203,-0.905171
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.886951
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.819405
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.709243
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.563972
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.393494
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.209426
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.0243105
solar_para,1211.47,0.1522,0.0668449,1.02075,0.149236
solar_para,1211.47,0.1522,0.0668449,1.02075,0.299386
solar_para,1211.47,0.1522,0.0668449,1.02075,0.415908
solar_para,1211.47,0.1522,0.0668449,1.02075,0.490861
solar_para,1211.47,0.1522,0.0668449,1.02075,0.519137
solar_para,1211.47,0.1522,0.0668449,1.02075,0.498809
solar_para,1211.47,0.1522,0.0668449,1.02075,0.431263
solar_para,1211.47,0.1522,0.0668449,1.02075,0.321101
solar_para,1211.47,0.1522,0.0668449,1.02075,0.175831
solar_para,1211.47,0.1522,0.0668449,1.02075,0.00535235
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.178716
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.363831
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.537377
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.687528
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.80405
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.879003
solar_para,1211.47,0.1522,0.0668449,1.02075,-0.907279
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.889109
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.821737
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.711804
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.566802
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.396613
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.212834
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.0279896
solar_para,1212.34,0.151877,0.0665834,1.0212,0.145323
solar_para,1212.34,0.151877,0.0665834,1.0212,0.295293
solar_para,1212.34,0.151877,0.0665834,1.0212,0.4117
solar_para,1212.34,0.151877,0.0665834,1.0212,0.486611
solar_para,1212.34,0.151877,0.0665834,1.0212,0.514921
solar_para,1212.34,0.151877,0.0665834,1.0212,0.494702
solar_para,1212.34,0.151877,0.0665834,1.0212,0.42733
solar_para,1212.34,0.151877,0.0665834,1.0212,0.317397
solar_para,1212.34,0.151877,0.0665834,1.0212,0.172395
solar_para,1212.34,0.151877,0.0665834,1.0212,0.00220573
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.181573
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.366417
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.53973
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.6897
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.806107
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.881018
solar_para,1212.34,0.151877,0.0665834,1.0212,-0.909328
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.891219
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.824032
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.714337
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.56961
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.399713
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.216225
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.0316506
solar_para,1213.2,0.151557,0.0663237,1.02164,0.141433
solar_para,1213.2,0.151557,0.0663237,1.02164,0.291229
solar_para,1213.2,0.151557,0.0663237,1.02164,0.40753
solar_para,1213.2,0.151557,0.0663237,1.02164,0.48241
solar_para,1213.2,0.151557,0.0663237,1.02164,0.510766
solar_para,1213.2,0.151557,0.0663237,1.02164,0.490665
solar_para,1213.2,0.151557,0.0663237,1.02164,0.423478
solar_para,1213.2,0.151557,0.0663237,1.02164,0.313783
solar_para,1213.2,0.151557,0.0663237,1.02164,0.169056
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.000840766
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.184329
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.368903
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.541987
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.691783
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.808084
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.882964
solar_para,1213.2,0.151557,0.0663237,1.02164,-0.91132
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.893283
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.82629
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.716842
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.572395
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.402795
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.219599
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.0352919
solar_para,1214.04,0.151241,0.0660653,1.02208,0.137567
solar_para,1214.04,0.151241,0.0660653,1.02208,0.287196
solar_para,1214.04,0.151241,0.0660653,1.02208,0.4034
solar_para,1214.04,0.151241,0.0660653,1.02208,0.478259
solar_para,1214.04,0.151241,0.0660653,1.02208,0.506672
solar_para,1214.04,0.151241,0.0660653,1.02208,0.486701
solar_para,1214.04,0.151241,0.0660653,1.02208,0.419709
solar_para,1214.04,0.151241,0.0660653,1.02208,0.31026
solar_para,1214.04,0.151241,0.0660653,1.02208,0.165814
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.00378599
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.186982
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.371289
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.544148
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.693778
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.809982
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.884841
solar_para,1214.04,0.151241,0.0660653,1.02208,-0.913253
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.895299
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.828512
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.719317
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.575158
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.405858
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.222954
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.0389119
solar_para,1214.86,0.150929,0.0658082,1.02251,0.133727
solar_para,1214.86,0.150929,0.0658082,1.02251,0.283198
solar_para,1214.86,0.150929,0.0658082,1.02251,0.399314
solar_para,1214.86,0.150929,0.0658082,1.02251,0.474162
solar_para,1214.86,0.150929,0.0658082,1.02251,0.502642
solar_para,1214.86,0.150929,0.0658082,1.02251,0.482812
solar_para,1214.86,0.150929,0.0658082,1.02251,0.416025
solar_para,1214.86,0.150929,0.0658082,1.02251,0.306831
solar_para,1214.86,0.150929,0.0658082,1.02251,0.162671
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.00662885
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.189532
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.373575
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.546214
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.695685
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.811801
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.886649
solar_para,1214.86,0.150929,0.0658082,1.02251,-0.915129
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.897269
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.830696
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.721764
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.577897
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.4089
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.226289
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.0425092
solar_para,1215.68,0.15062,0.0655522,1.02293,0.129916
solar_para,1215.68,0.15062,0.0655522,1.02293,0.279235
solar_para,1215.68,0.15062,0.0655522,1.02293,0.395272
solar_para,1215.68,0.15062,0.0655522,1.02293,0.47012
solar_para,1215.68,0.15062,0.0655522,1.02293,0.498679
solar_para,1215.68,0.15062,0.0655522,1.02293,0.479001
solar_para,1215.68,0.15062,0.0655522,1.02293,0.412427
solar_para,1215.68,0.15062,0.0655522,1.02293,0.303495
solar_para,1215.68,0.15062,0.0655522,1.02293,0.159629
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.00936831
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.191979
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.375759
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.548184
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.697503
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.813541
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.888389
solar_para,1215.68,0.15062,0.0655522,1.02293,-0.916947
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.899192
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.832843
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.724181
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.580612
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.411921
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.229603
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.0460821
solar_para,1216.47,0.150314,0.0652971,1.02334,0.126134
solar_para,1216.47,0.150314,0.0652971,1.02334,0.275309
solar_para,1216.47,0.150314,0.0652971,1.02334,0.391278
solar_para,1216.47,0.150314,0.0652971,1.02334,0.466137
solar_para,1216.47,0.150314,0.0652971,1.02334,0.494784
solar_para,1216.47,0.150314,0.0652971,1.02334,0.475268
solar_para,1216.47,0.150314,0.0652971,1.02334,0.408918
solar_para,1216.47,0.150314,0.0652971,1.02334,0.300257
solar_para,1216.47,0.150314,0.0652971,1.02334,0.156688
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.0120034
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.194322
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.377842
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.550058
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.699234
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.815202
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.890061
solar_para,1216.47,0.150314,0.0652971,1.02334,-0.918709
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.90107
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.834953
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.726568
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.583303
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.41492
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.232893
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.0496291
solar_para,1217.25,0.150012,0.0650427,1.02375,0.122384
solar_para,1217.25,0.150012,0.0650427,1.02375,0.271424
solar_para,1217.25,0.150012,0.0650427,1.02375,0.387333
solar_para,1217.25,0.150012,0.0650427,1.02375,0.462213
solar_para,1217.25,0.150012,0.0650427,1.02375,0.490961
solar_para,1217.25,0.150012,0.0650427,1.02375,0.471617
solar_para,1217.25,0.150012,0.0650427,1.02375,0.4055
solar_para,1217.25,0.150012,0.0650427,1.02375,0.297116
solar_para,1217.25,0.150012,0.0650427,1.02375,0.15385
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.0145332
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.196559
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.379824
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.551837
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.700876
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.816786
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.891666
solar_para,1217.25,0.150012,0.0650427,1.02375,-0.920413
solar_para,1218.02,0.149714,0.064789,1.02415,-0.902901
solar_para,1218.02,0.149714,0.064789,1.02415,-0.837026
solar_para,1218.02,0.149714,0.064789,1.02415,-0.728926
solar_para,1218.02,0.149714,0.064789,1.02415,-0.585968
solar_para,1218.02,0.149714,0.064789,1.02415,-0.417895
solar_para,1218.02,0.149714,0.064789,1.02415,-0.23616
solar_para,1218.02,0.149714,0.064789,1.02415,-0.0531484
solar_para,1218.02,0.149714,0.064789,1.02415,0.118668
solar_para,1218.02,0.149714,0.064789,1.02415,0.26758
solar_para,1218.02,0.149714,0.064789,1.02415,0.38344
solar_para,1218.02,0.149714,0.064789,1.02415,0.458351
solar_para,1218.02,0.149714,0.064789,1.02415,0.48721
solar_para,1218.02,0.149714,0.064789,1.02415,0.468049
solar_para,1218.02,0.149714,0.064789,1.02415,0.402174
solar_para,1218.02,0.149714,0.064789,1.02415,0.294074
solar_para,1218.02,0.149714,0.064789,1.02415,0.151116
solar_para,1218.02,0.149714,0.064789,1.02415,-0.0169569
solar_para,1218.02,0.149714,0.064789,1.02415,-0.198692
solar_para,1218.02,0.149714,0.064789,1.02415,-0.381703
solar_para,1218.02,0.149714,0.064789,1.02415,-0.55352
solar_para,1218.02,0.149714,0.064789,1.02415,-0.702432
solar_para,1218.02,0.149714,0.064789,1.02415,-0.818292
solar_para,1218.02,0.149714,0.064789,1.02415,-0.893203
solar_para,1218.02,0.149714,0.064789,1.02415,-0.922062
solar_para,1218.76,0.149418,0.064536,1.02455,-0.904686
solar_para,1218.76,0.149418,0.064536,1.02455,-0.839061
solar_para,1218.76,0.149418,0.064536,1.02455,-0.731253
solar_para,1218.76,0.149418,0.064536,1.02455,-0.588607
solar_para,1218.76,0.149418,0.064536,1.02455,-0.420846
solar_para,1218.76,0.149418,0.064536,1.02455,-0.239401
solar_para,1218.76,0.149418,0.064536,1.02455,-0.0566384
solar_para,1218.76,0.149418,0.064536,1.02455,0.114987
solar_para,1218.76,0.149418,0.064536,1.02455,0.26378
solar_para,1218.76,0.149418,0.064536,1.02455,0.3796
solar_para,1218.76,0.149418,0.064536,1.02455,0.454554
solar_para,1218.76,0.149418,0.064536,1.02455,0.483535
solar_para,1218.76,0.149418,0.064536,1.02455,0.464566
solar_para,1218.76,0.149418,0.064536,1.02455,0.398942
solar_para,1218.76,0.149418,0.064536,1.02455,0.291133
solar_para,1218.76,0.149418,0.064536,1.02455,0.148488
solar_para,1218.76,0.149418,0.064536,1.02455,-0.0192737
solar_para,1218.76,0.149418,0.064536,1.02455,-0.200718
solar_para,1218.76,0.149418,0.064536,1.02455,-0.383481
solar_para,1218.76,0.149418,0.064536,1.02455,-0.555107
solar_para,1218.76,0.149418,0.064536,1.02455,-0.7039
solar_para,1218.76,0.149418,0.064536,1.02455,-0.81972
solar_para,1218.76,0.149418,0.064536,1.02455,-0.894674
solar_para,1218.76,0.149418,0.064536,1.02455,-0.923654
Continuing Simulation at 11/18/2017 for ANNUAL
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.906425
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.84106
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.733549
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.59122
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.423771
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.242616
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.0600975
solar_para,1219.5,0.149127,0.0642835,1.02494,0.111344
solar_para,1219.5,0.149127,0.0642835,1.02494,0.260027
solar_para,1219.5,0.149127,0.0642835,1.02494,0.375817
solar_para,1219.5,0.149127,0.0642835,1.02494,0.450824
solar_para,1219.5,0.149127,0.0642835,1.02494,0.479937
solar_para,1219.5,0.149127,0.0642835,1.02494,0.461171
solar_para,1219.5,0.149127,0.0642835,1.02494,0.395805
solar_para,1219.5,0.149127,0.0642835,1.02494,0.288294
solar_para,1219.5,0.149127,0.0642835,1.02494,0.145965
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.021483
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.202639
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.385157
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.556599
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.705281
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.821071
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.896079
solar_para,1219.5,0.149127,0.0642835,1.02494,-0.925191
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.908119
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.843021
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.735814
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.593805
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.426671
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.245802
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.063524
solar_para,1220.21,0.148839,0.0640318,1.02532,0.107741
solar_para,1220.21,0.148839,0.0640318,1.02532,0.256321
solar_para,1220.21,0.148839,0.0640318,1.02532,0.372092
solar_para,1220.21,0.148839,0.0640318,1.02532,0.447163
solar_para,1220.21,0.148839,0.0640318,1.02532,0.476418
solar_para,1220.21,0.148839,0.0640318,1.02532,0.457865
solar_para,1220.21,0.148839,0.0640318,1.02532,0.392766
solar_para,1220.21,0.148839,0.0640318,1.02532,0.285559
solar_para,1220.21,0.148839,0.0640318,1.02532,0.14355
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.0235839
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.204453
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.386731
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.557995
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.706576
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.822346
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.897417
solar_para,1220.21,0.148839,0.0640318,1.02532,-0.926673
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.909767
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.844944
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.738047
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.596361
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.429542
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.248958
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.0669161
solar_para,1220.91,0.148554,0.0637806,1.02569,0.104179
solar_para,1220.91,0.148554,0.0637806,1.02569,0.252666
solar_para,1220.91,0.148554,0.0637806,1.02569,0.368427
solar_para,1220.91,0.148554,0.0637806,1.02569,0.443572
solar_para,1220.91,0.148554,0.0637806,1.02569,0.472981
solar_para,1220.91,0.148554,0.0637806,1.02569,0.454649
solar_para,1220.91,0.148554,0.0637806,1.02569,0.389826
solar_para,1220.91,0.148554,0.0637806,1.02569,0.282929
solar_para,1220.91,0.148554,0.0637806,1.02569,0.141243
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.0255761
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.20616
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.388202
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.559297
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.707784
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.823545
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.89869
solar_para,1220.91,0.148554,0.0637806,1.02569,-0.928099
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.911371
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.84683
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.740249
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.598889
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.432385
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.252084
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.0702721
solar_para,1221.59,0.148274,0.0635303,1.02605,0.10066
solar_para,1221.59,0.148274,0.0635303,1.02605,0.249063
solar_para,1221.59,0.148274,0.0635303,1.02605,0.364824
solar_para,1221.59,0.148274,0.0635303,1.02605,0.440055
solar_para,1221.59,0.148274,0.0635303,1.02605,0.469627
solar_para,1221.59,0.148274,0.0635303,1.02605,0.451526
solar_para,1221.59,0.148274,0.0635303,1.02605,0.386986
solar_para,1221.59,0.148274,0.0635303,1.02605,0.280405
solar_para,1221.59,0.148274,0.0635303,1.02605,0.139045
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.0274589
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.20776
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.389572
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.560504
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.708907
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.824669
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.899899
solar_para,1221.59,0.148274,0.0635303,1.02605,-0.929471
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.912929
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.848679
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.742418
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.601388
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.435199
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.255177
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.0735903
solar_para,1222.25,0.147997,0.0632808,1.02641,0.0971862
solar_para,1222.25,0.147997,0.0632808,1.02641,0.245515
solar_para,1222.25,0.147997,0.0632808,1.02641,0.361287
solar_para,1222.25,0.147997,0.0632808,1.02641,0.436612
solar_para,1222.25,0.147997,0.0632808,1.02641,0.466359
solar_para,1222.25,0.147997,0.0632808,1.02641,0.448498
solar_para,1222.25,0.147997,0.0632808,1.02641,0.384248
solar_para,1222.25,0.147997,0.0632808,1.02641,0.277987
solar_para,1222.25,0.147997,0.0632808,1.02641,0.136957
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.0292319
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.209254
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.39084
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.561617
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.709945
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.825717
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.901043
solar_para,1222.25,0.147997,0.0632808,1.02641,-0.930789
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.914442
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.85049
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.744554
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.603855
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.437981
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.258236
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.076869
solar_para,1222.9,0.147724,0.0630322,1.02676,0.09376
solar_para,1222.9,0.147724,0.0630322,1.02676,0.242023
solar_para,1222.9,0.147724,0.0630322,1.02676,0.357816
solar_para,1222.9,0.147724,0.0630322,1.02676,0.433247
solar_para,1222.9,0.147724,0.0630322,1.02676,0.463177
solar_para,1222.9,0.147724,0.0630322,1.02676,0.445566
solar_para,1222.9,0.147724,0.0630322,1.02676,0.381614
solar_para,1222.9,0.147724,0.0630322,1.02676,0.275678
solar_para,1222.9,0.147724,0.0630322,1.02676,0.134979
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.0308948
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.21064
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.392007
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.562636
solar_para,1222.9,0.147724,0.0630322,1.02676,-0.710899
